FAMILY	Agossypii	Dhansenii	Ncrassa	Nfumigata	Pcarinii	Pjirovecii	Rdelemar	Sjaponicus	Spombe	Tdeformans	Umaydis	Scerevisiae	Ylipolytica	Scryophilus	Soctosporus
ORTHOMCL332	0	4	1	5	0	0	2	0	0	2	1	2	0	1	1
ORTHOMCL333	1	2	1	1	0	0	5	1	1	1	2	1	1	1	1
ORTHOMCL334	1	3	1	3	0	0	1	1	1	0	3	2	1	1	1
ORTHOMCL335	2	2	1	1	0	0	4	1	1	1	1	2	1	1	1
ORTHOMCL336	2	2	1	2	0	0	2	1	1	1	2	1	2	1	1
ORTHOMCL337	1	2	2	1	0	0	1	2	2	1	1	1	1	2	2
ORTHOMCL338	1	1	1	1	0	0	6	1	1	1	1	1	2	1	1
ORTHOMCL339	0	1	1	2	0	0	3	1	1	2	2	0	4	1	1
ORTHOMCL340	1	1	1	1	0	0	2	2	2	1	1	2	1	2	2
ORTHOMCL341	1	2	2	2	0	0	1	2	1	2	1	1	2	1	1
ORTHOMCL342	0	0	3	9	0	0	0	1	1	1	2	0	0	1	1
ORTHOMCL343	1	2	1	1	0	0	2	5	1	1	1	1	1	1	1
ORTHOMCL344	1	1	1	1	0	0	5	1	2	0	1	1	1	2	2
ORTHOMCL345	2	2	1	1	0	0	4	1	1	1	1	2	1	1	1
ORTHOMCL346	1	1	1	1	0	0	1	2	2	2	2	1	1	2	2
ORTHOMCL347	1	2	2	2	0	0	1	0	3	1	1	0	1	2	3
ORTHOMCL348	0	0	0	0	0	0	0	0	0	0	0	0	0	8	11
ORTHOMCL349	1	1	1	1	0	1	2	2	2	1	1	1	1	2	2
ORTHOMCL350	1	1	1	1	0	2	1	1	1	3	3	1	1	1	1
ORTHOMCL351	1	1	1	1	0	1	2	2	2	1	1	1	1	2	2
ORTHOMCL352	1	1	1	1	0	1	6	1	1	1	0	2	1	1	1
ORTHOMCL353	2	2	1	1	0	1	2	1	1	1	1	2	2	1	1
ORTHOMCL354	1	1	2	3	0	2	1	1	1	1	1	2	1	1	1
ORTHOMCL355	2	2	1	1	0	1	2	1	1	1	2	2	1	1	1
ORTHOMCL356	2	2	1	1	0	1	3	1	1	1	1	2	1	1	1
ORTHOMCL357	1	1	1	1	0	1	8	0	0	1	0	2	3	0	0
ORTHOMCL358	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2
ORTHOMCL359	2	2	1	1	1	0	1	1	1	1	1	3	2	1	1
ORTHOMCL360	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1
ORTHOMCL361	0	1	2	2	1	1	5	0	1	2	2	0	1	1	0
ORTHOMCL362	1	1	1	1	1	1	2	1	1	1	1	2	3	1	1
ORTHOMCL363	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1
ORTHOMCL364	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1
ORTHOMCL365	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL366	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1
ORTHOMCL367	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1
ORTHOMCL368	1	1	1	2	1	0	3	2	1	1	1	1	2	1	1
ORTHOMCL369	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1
ORTHOMCL370	1	1	1	1	1	0	4	1	1	1	2	2	1	1	1
ORTHOMCL371	2	2	1	1	1	1	1	1	1	1	1	3	1	1	1
ORTHOMCL372	1	2	1	1	1	0	2	3	1	1	1	2	1	1	1
ORTHOMCL373	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2
ORTHOMCL374	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2
ORTHOMCL375	1	1	1	1	1	2	4	1	1	1	1	1	1	1	1
ORTHOMCL376	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2
ORTHOMCL377	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1
ORTHOMCL378	1	1	1	1	1	2	4	1	1	1	1	1	1	1	1
ORTHOMCL379	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2
ORTHOMCL380	1	1	1	1	2	1	1	1	1	1	2	1	3	1	1
ORTHOMCL381	0	0	2	2	1	1	6	1	1	1	1	0	1	1	1
ORTHOMCL382	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1
ORTHOMCL383	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1
ORTHOMCL384	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1
ORTHOMCL385	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1
ORTHOMCL386	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1
ORTHOMCL387	1	1	2	2	1	0	2	1	1	1	1	1	3	1	1
ORTHOMCL388	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL389	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL390	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1
ORTHOMCL391	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2
ORTHOMCL392	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1
ORTHOMCL393	1	1	1	1	1	2	4	1	1	0	2	1	1	1	1
ORTHOMCL394	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1
ORTHOMCL395	1	1	1	1	1	1	2	2	2	1	1	1	0	2	2
ORTHOMCL396	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1
ORTHOMCL397	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2
ORTHOMCL398	1	1	1	1	1	0	5	1	1	1	1	2	1	1	1
ORTHOMCL399	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
ORTHOMCL400	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL401	1	1	1	1	1	0	2	2	2	0	1	2	1	2	2
ORTHOMCL402	2	2	1	2	1	1	0	1	1	1	1	2	2	1	1
ORTHOMCL403	1	2	1	1	1	1	3	1	1	1	1	1	2	1	1
ORTHOMCL404	2	2	2	2	1	1	0	1	1	1	1	2	1	1	1
ORTHOMCL405	1	1	1	1	1	0	1	2	2	1	2	1	1	2	2
ORTHOMCL406	1	1	1	1	1	1	4	1	1	1	2	1	1	1	1
ORTHOMCL407	1	2	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL408	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1
ORTHOMCL409	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL410	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ORTHOMCL411	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ORTHOMCL412	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
ORTHOMCL413	3	2	1	1	0	0	2	0	0	1	1	1	6	0	0
ORTHOMCL414	0	1	1	3	0	0	6	0	1	1	4	0	1	0	0
ORTHOMCL415	1	2	1	1	0	0	5	1	1	1	1	1	1	1	1
ORTHOMCL416	2	2	3	2	0	0	0	1	1	1	0	3	1	1	1
ORTHOMCL417	1	4	1	1	0	0	1	1	1	0	1	3	2	1	1
ORTHOMCL418	0	2	2	4	0	0	3	1	1	1	0	1	1	1	1
ORTHOMCL419	1	1	1	1	0	0	7	1	1	0	1	1	1	1	1
ORTHOMCL420	1	1	1	2	0	0	5	1	1	1	1	1	1	1	1
ORTHOMCL421	1	1	1	1	0	0	2	1	1	1	4	2	1	1	1
ORTHOMCL422	2	1	1	1	0	0	0	1	2	1	1	3	1	2	2
ORTHOMCL423	1	1	1	1	0	0	7	1	1	0	1	1	1	1	1
ORTHOMCL424	1	1	1	1	0	0	5	1	1	1	2	1	1	1	1
ORTHOMCL425	1	3	0	3	0	0	2	0	0	1	1	1	2	2	2
ORTHOMCL426	0	1	2	2	0	0	6	0	1	1	2	0	0	1	2
ORTHOMCL427	0	2	2	3	0	0	0	0	1	1	1	5	0	2	1
ORTHOMCL428	0	0	1	1	0	2	8	1	1	1	1	0	0	1	1
ORTHOMCL429	1	1	1	1	0	2	0	2	2	1	1	1	1	2	2
ORTHOMCL430	1	1	1	1	0	1	5	1	1	1	0	2	1	1	1
ORTHOMCL431	1	1	2	2	0	2	1	1	1	2	1	1	1	1	1
ORTHOMCL432	1	1	1	1	0	2	0	2	2	1	1	1	1	2	2
ORTHOMCL433	2	2	1	1	0	1	2	1	1	1	1	2	1	1	1
ORTHOMCL434	1	2	1	1	0	1	3	2	1	1	1	1	1	1	1
ORTHOMCL435	1	1	1	1	0	2	4	1	1	1	1	1	1	1	1
ORTHOMCL436	1	1	2	2	0	1	3	0	1	1	1	1	2	1	1
ORTHOMCL437	2	2	1	1	0	1	3	1	1	0	1	2	1	1	1
ORTHOMCL438	2	1	1	1	0	1	3	1	1	1	1	2	1	1	1
ORTHOMCL439	1	1	1	1	0	1	4	2	1	1	1	1	1	1	1
ORTHOMCL440	1	1	1	1	0	1	4	1	1	1	1	2	1	1	1
ORTHOMCL441	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1
ORTHOMCL442	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1
ORTHOMCL443	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
ORTHOMCL444	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2
ORTHOMCL445	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL446	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1
ORTHOMCL447	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1
ORTHOMCL448	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1
ORTHOMCL449	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1
ORTHOMCL450	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL451	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL452	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1
ORTHOMCL453	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
ORTHOMCL454	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL455	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL456	1	0	2	5	2	1	0	0	0	1	2	0	4	0	0
ORTHOMCL457	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1
ORTHOMCL458	1	1	2	1	1	1	0	2	2	1	0	1	1	2	2
ORTHOMCL459	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL460	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1
ORTHOMCL461	1	0	1	2	1	0	2	2	2	1	1	1	2	1	1
ORTHOMCL462	1	1	1	1	1	1	1	2	2	1	0	1	1	2	2
ORTHOMCL463	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
ORTHOMCL464	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1
ORTHOMCL465	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1
ORTHOMCL466	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL467	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL468	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL469	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2
ORTHOMCL470	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1
ORTHOMCL471	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL472	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1
ORTHOMCL473	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
ORTHOMCL474	1	2	2	2	1	1	3	0	0	2	2	1	1	0	0
ORTHOMCL475	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
ORTHOMCL476	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1
ORTHOMCL477	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL478	1	1	1	1	1	1	7	0	0	1	1	2	1	0	0
ORTHOMCL479	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL480	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1
ORTHOMCL481	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL482	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1
ORTHOMCL483	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL484	1	1	1	1	1	2	3	1	1	1	0	2	1	1	1
ORTHOMCL485	1	1	2	1	1	2	1	1	1	1	1	0	1	2	2
ORTHOMCL486	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1
ORTHOMCL487	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL488	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL489	1	1	1	1	1	2	2	1	1	1	0	1	2	1	2
ORTHOMCL490	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL491	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL492	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL493	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL494	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1
ORTHOMCL495	2	1	1	1	1	1	3	1	0	1	1	1	1	1	2
ORTHOMCL496	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1
ORTHOMCL497	2	1	1	1	2	2	0	1	1	1	1	2	1	1	1
ORTHOMCL498	1	1	2	2	2	1	2	1	1	1	0	1	1	1	1
ORTHOMCL499	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL500	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
ORTHOMCL501	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1
ORTHOMCL502	1	2	2	2	1	0	1	1	1	1	1	1	2	1	1
ORTHOMCL503	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1
ORTHOMCL504	1	1	1	1	1	0	2	2	2	1	1	1	1	1	2
ORTHOMCL505	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
ORTHOMCL506	1	1	1	1	1	0	5	1	1	1	1	1	1	1	1
ORTHOMCL507	1	1	1	1	1	1	5	1	1	0	1	1	1	1	1
ORTHOMCL508	1	1	1	1	1	1	4	1	1	0	1	1	2	1	1
ORTHOMCL509	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1
ORTHOMCL510	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL511	1	1	1	1	1	1	3	0	1	1	2	2	1	1	1
ORTHOMCL512	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
ORTHOMCL513	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1
ORTHOMCL514	1	1	1	2	1	0	2	1	1	2	1	1	2	1	1
ORTHOMCL515	1	1	1	1	1	0	4	1	1	1	1	2	1	1	1
ORTHOMCL516	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1
ORTHOMCL517	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1
ORTHOMCL518	1	1	1	1	1	1	2	1	1	1	3	0	2	1	1
ORTHOMCL519	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1
ORTHOMCL520	1	1	1	1	1	0	2	2	2	1	0	1	1	2	2
ORTHOMCL521	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL522	1	1	0	1	3	1	2	1	1	1	1	1	2	1	1
ORTHOMCL523	1	1	1	2	0	0	4	0	0	0	1	0	7	0	0
ORTHOMCL524	0	0	2	2	0	0	8	0	0	0	2	0	3	0	0
ORTHOMCL525	1	1	1	1	0	0	10	0	0	0	2	0	1	0	0
ORTHOMCL526	1	3	0	0	0	0	2	0	0	1	1	1	8	0	0
ORTHOMCL527	1	1	1	1	0	0	7	0	0	2	0	2	2	0	0
ORTHOMCL528	1	1	1	1	0	0	1	1	1	1	5	1	1	1	1
ORTHOMCL529	1	3	1	1	0	0	0	1	1	2	1	2	2	1	1
ORTHOMCL530	2	1	1	1	0	0	3	1	1	1	1	2	1	1	1
ORTHOMCL531	2	1	1	1	0	0	2	1	1	1	1	2	2	1	1
ORTHOMCL532	1	2	1	2	0	0	2	1	1	0	1	2	2	1	1
ORTHOMCL533	2	2	1	1	0	0	2	1	1	1	1	2	1	1	1
ORTHOMCL534	0	1	1	3	0	0	0	3	1	2	1	1	2	1	1
ORTHOMCL535	1	1	1	1	0	0	4	2	1	1	1	1	1	1	1
ORTHOMCL536	1	1	1	1	0	0	4	1	1	1	1	2	1	1	1
ORTHOMCL537	0	3	1	2	0	0	0	0	2	1	1	1	4	1	1
ORTHOMCL538	1	1	1	1	0	0	6	1	1	1	1	1	0	1	1
ORTHOMCL539	1	1	2	1	0	0	2	1	2	1	1	2	1	1	1
ORTHOMCL540	1	1	2	2	0	0	2	1	1	2	0	1	2	1	1
ORTHOMCL541	2	2	1	1	0	0	2	1	1	1	1	2	1	1	1
ORTHOMCL542	1	1	1	1	0	0	4	2	1	1	1	1	1	1	1
ORTHOMCL543	2	2	1	1	0	0	1	1	1	1	1	2	2	1	1
ORTHOMCL544	1	1	1	1	0	0	3	1	1	1	3	1	1	1	1
ORTHOMCL545	0	1	1	1	0	0	1	3	2	1	1	1	1	2	2
ORTHOMCL546	0	2	2	2	0	0	0	0	1	1	1	3	2	2	1
ORTHOMCL547	1	1	2	2	0	0	2	1	1	1	1	2	1	1	1
ORTHOMCL548	1	2	1	2	0	0	1	1	1	1	2	1	2	1	1
ORTHOMCL549	1	1	1	1	0	0	3	1	1	2	0	1	3	1	1
ORTHOMCL550	1	2	1	1	0	0	1	1	2	1	2	2	1	1	1
ORTHOMCL551	1	1	1	1	0	0	4	1	1	1	1	2	1	1	1
ORTHOMCL552	1	1	1	1	0	0	1	2	2	1	1	1	1	2	2
ORTHOMCL553	1	1	1	1	0	1	3	1	1	1	1	2	1	1	1
ORTHOMCL554	1	1	1	1	0	1	2	1	2	1	0	1	1	2	2
ORTHOMCL555	1	2	1	1	0	1	2	1	1	1	1	2	1	1	1
ORTHOMCL556	1	1	1	1	0	1	2	1	2	1	1	0	1	2	2
ORTHOMCL557	1	2	1	1	0	1	2	1	1	2	1	1	1	1	1
ORTHOMCL558	1	1	2	2	0	2	1	1	1	1	1	1	1	1	1
ORTHOMCL559	1	1	1	1	0	1	2	2	1	1	1	1	1	2	1
ORTHOMCL560	1	1	1	1	0	1	4	1	1	1	1	1	1	1	1
ORTHOMCL561	1	1	1	1	0	2	2	1	1	1	1	1	2	1	1
ORTHOMCL562	1	2	2	1	0	1	2	1	1	1	1	1	1	1	1
ORTHOMCL563	1	1	2	1	0	1	2	1	1	1	1	2	1	1	1
ORTHOMCL564	1	1	1	1	0	1	4	1	1	1	1	1	1	1	1
ORTHOMCL565	1	1	1	1	0	1	3	1	1	1	1	2	1	1	1
ORTHOMCL566	1	1	1	1	0	1	4	1	1	1	1	1	1	1	1
ORTHOMCL567	1	2	1	1	0	1	2	1	1	1	1	2	1	1	1
ORTHOMCL568	1	1	2	1	0	2	2	1	1	1	1	1	1	1	1
ORTHOMCL569	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL570	2	1	1	1	1	1	2	1	1	1	2	0	1	1	1
ORTHOMCL571	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL572	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL573	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL574	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL575	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
ORTHOMCL576	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL577	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL578	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL579	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL580	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL581	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL582	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL583	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
ORTHOMCL584	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL585	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
ORTHOMCL586	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
ORTHOMCL587	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
ORTHOMCL588	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL589	1	1	1	2	1	1	3	1	1	1	1	1	1	1	0
ORTHOMCL590	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
ORTHOMCL591	1	1	1	1	2	2	2	1	1	1	1	1	1	1	0
ORTHOMCL592	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1
ORTHOMCL593	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL594	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL595	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL596	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
ORTHOMCL597	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL598	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL599	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
ORTHOMCL600	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL601	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
ORTHOMCL602	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL603	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL604	1	1	1	1	1	1	4	1	1	1	0	1	1	1	1
ORTHOMCL605	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1
ORTHOMCL606	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL607	1	2	1	1	2	1	1	1	1	1	0	1	2	1	1
ORTHOMCL608	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
ORTHOMCL609	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
ORTHOMCL610	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
ORTHOMCL611	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL612	1	1	1	1	1	0	2	1	1	1	1	2	2	1	1
ORTHOMCL613	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL614	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL615	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL616	1	1	1	1	1	1	4	1	1	1	1	0	1	1	1
ORTHOMCL617	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL618	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL619	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1
ORTHOMCL620	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL621	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
ORTHOMCL622	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
ORTHOMCL623	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL624	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
ORTHOMCL625	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL626	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL627	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL628	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1
ORTHOMCL629	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL630	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1
ORTHOMCL631	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL632	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL633	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL634	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL635	1	1	2	2	1	1	2	1	1	0	1	1	1	1	1
ORTHOMCL636	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL637	1	1	1	1	1	2	3	1	1	1	0	1	1	1	1
ORTHOMCL638	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL639	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
ORTHOMCL640	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL641	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL642	2	1	1	1	1	1	0	1	1	1	2	2	1	1	1
ORTHOMCL643	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL644	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL645	1	1	1	1	1	0	5	1	1	1	1	0	1	1	1
ORTHOMCL646	1	1	1	1	3	0	2	1	1	1	1	1	1	1	1
ORTHOMCL647	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL648	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL649	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL650	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
ORTHOMCL651	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL652	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL653	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL654	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
ORTHOMCL655	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL656	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
ORTHOMCL657	1	1	1	1	2	0	4	1	1	1	0	1	1	1	1
ORTHOMCL658	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
ORTHOMCL659	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL660	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
ORTHOMCL661	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
ORTHOMCL662	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL663	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL664	1	1	1	1	1	0	3	1	1	1	1	2	1	1	1
ORTHOMCL665	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL666	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
ORTHOMCL667	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1
ORTHOMCL668	1	1	1	1	1	1	4	1	1	0	1	1	1	1	1
ORTHOMCL669	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL670	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
ORTHOMCL671	1	2	1	1	2	0	2	1	1	1	1	1	1	1	1
ORTHOMCL672	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
ORTHOMCL673	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
ORTHOMCL674	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1
ORTHOMCL675	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
ORTHOMCL676	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
ORTHOMCL677	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
ORTHOMCL678	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
